Product URL,Product Name,Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/Lino-Perros-Womens-Floral-Peach/dp/B0B57B7KV7/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1685173810&sprefix=ba%2Caps%2C283&sr=8-70,Lino Perros womens handbag,999,0 out of 5 stars,"3,276 ratings",trendychicpremiumluxuriouselegant,B0B57B7KV7,"This fashionable lavender women structured handbag is elegant & minimalistic. The smooth grained pattern on the surface of its plain faux leather goes with both formal & casual look. The light gold finished hardware gives it a classy touch. It has a spacious compartment that could hold essentials like mobile phones, cards, makeup, etc. The branded Lino Perros bags are a must have for all the ladies/girls.",Lino
https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1685173828&sprefix=ba%2Caps%2C283&sr=8-71,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,495,0 out of 5 stars,"3,452 ratings","Strong stitching at major stress points provide long-lasting durability against daily activitiesAdjustable shoulder strapMain large compartment with double zip closureHigh quality double zippers, easy to accessHighly water-resistant finish to save inner items from water splashes",B07FWQ9HRV,,NIVIA
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1685173847&sprefix=ba%2Caps%2C283&sr=8-72,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)","1,600",0 out of 5 stars,812 ratings,Lightweight yet durable backpack/daypack for school use or everyday outingsFront storage pocket keeps smaller items neatly organized and easy to accessMesh pockets on both sides to accommodate your water bottle and umbrellaMesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defectsLining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult,B09B26MB5M,,Safari
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1685173866&sprefix=ba%2Caps%2C283&sr=8-73,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,"1,389",0 out of 5 stars,"5,751 ratings","PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.",B09321GJXZ,,Bennett™
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzM3MTU1NDM2MjE4ODk4OjE2ODUxNzM4OTI6c3BfYXRmX25leHQ6MjAxNTE4NjA4MzM0OTg6OjA6Og&url=%2FKenneth-Cole-Reaction-Polyester-Backpack%2Fdp%2FB07GX3PWNK%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685173892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Kenneth Cole Reaction Women's Chevron Quilted Polyester Twill 15.6"" Laptop Backpack, Midnight Black, One Size","4,307",0 out of 5 stars,237 ratings,"polyesterImportedpolyester lining155"" shoulder drop155"" high; 1125"" wide; Pockets: 7 slip, 2 zip, 4 exterior",B07GX3PWNK,,Kenneth
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzkyNTU0MDYwMDMzNjUwOjE2ODUxNzM5MDY6c3BfYXRmX25leHQ6MjAxNjEzNjc4MjI2OTg6OjA6Og&url=%2FCompartment-Adjustable-Breathable-Anti-theft-Wear-resistant%2Fdp%2FB0C58FDSXJ%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685173906%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Arctic Hunter Laptop Backpack for Men 21L fit 15.6-inch Laptop Travel Backpack with 10.9-inch Tablet Compartment, Polyester Leather Business Backpack,Adjustable/Breathable Strap Anti-theft Zipper Pocket Water/Wear-resistant Office Backpack, Black","2,309",0 out of 5 stars,0 ratings,"[Easily Sort Pocket]-Spacious space(Height-46cm * Length-31.5cm * width-17.5cm).The backpack has 5 pockets. The main pocket is the main storage area for books, folders, 10.9-inch tablet, and 15.6-inch laptop; Stationary pocket is suitable for keys,notebooks, power bank, and pens; and the daily pocket can hold keys,wallets,handkerchiefs, and other daily items.2 side pocket with drawstring grid pocket,easy to pick up when storing umbrellas and water bottles[Premium Material]-The surface of the backpack is covered with microfiber leather with an elegant matte black surface that feels comfortable to the touch and is water/abrasion resistant. The lining is made of mountaineering material, which can resist wear and tear. The zipper is covered by PU material to prevent water drops from entering. Microfiber leather padded carry handle to reduce pressure and pain when carrying[Comf for your Travel Design]-Backpack has fastening straps on both sides and the back to prevent items from slipping off and keep them secure. The straps on the back can also be used to secure a trolley case for easy travel. Adjustable shoulder straps can be adjusted to suit individual needs.The shoulder straps also have a thickened and soft design, which can effectively relieve the pressure on your shoulders and make you feel comfortable even when wearing it for a long time.[Velvet iPad/Laptop compartment]: This backpack is also equipped with a velvet electronic compartment, which can hold laptops, tablets and other electronic products. The compartment is also equipped with anti-shock foam to effectively protect your electronic products from impact damage, very thoughtful[Breathable Back Paded]: The back of this backpack is designed with a honeycomb breathable back pad to allow air circulation and reduce back sweat, so you won't feel uncomfortable carrying it for a long time. The back pad also uses microfiber leather fabric, which feels soft and comfortable and can protect your back from pressure.",B0C58FDSXJ,,Arctic
https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685173925&sprefix=ba%2Caps%2C283&sr=8-83,"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |","4,297",4.3 out of 5 stars,"4,897 ratings","GENUINE LEATHER: This laptop bag for men / office bag for men is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.FEATURES OF LAPTOP BAG FOR MEN: Fits up Upto 16 Inch Laptop | Padded & adjustable shoulder Straps | Padded Laptop Compartment | 1 Main Compartments | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Stitched by a quality nylon thread. | 2 Grab Handles | Dimension: L - 40 B - 8 H - 30 cm | Water Resistance Level: Water ResistantDESIGN DECENCY OFFICE BAG FOR MEN: This Hammonds Flycatcher genuine leather bag for men is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this leather bag for men as a messenger bag, shoulder bag, office bag , briefcase or laptop bag. Suitable for your school, office, college, & business for everyday use.MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments in Flycatcher office bag for men provides separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. This office bags for men has padded laptop compartment that offers perfect protection for your laptop from accidental bumps and shocks.PERFECT GIFT: This office bag for men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag makes a great gift for professionals, artists, students, and all sorts of officials.",B07P2TQH78,,Hammonds
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685173946&sprefix=ba%2Caps%2C283&sr=8-84,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)","3,275",0 out of 5 stars,"1,736 ratings","PERFECT SIZE & STORAGE SPACE: This laptop backpack is the ideal size to store your 15.6-inch, 15-inch or 14-inch laptop as well as other items. Convenient main compartments for clothes, folders, and books, an iPad, and other items. Keep your phone and money in the pockets. School bag for girls / bags for women / kids school bag / college bags for boys / laptop backpackFront two slanted pockets on Tabelito laptop backpacks are ideal for quick items like your work ID, powerbank, phone charger and cables or wallet. Your belongings are organised with keys for an open door, two side pockets for a water bottle, and a small umbrella. It can be used as a backpack for males, a women's backpack or a school bag for girls. You can give it to males as a present. luggage for travelCOMFORTABLE & STURDY: Made of WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, reduce shoulder stress, basic but comfortable back design offers your wonderful back support, making your working, trip, and travelling more convenient wherever you go. You might use it as a men's office bag.Light-weight carrying and ideal for weekend excursions, back-to-school, outdoor activities, and college bags for men, among other things;Sized at 20 x 12.2 x 5.7 inches, this multipurpose bag is the ideal size to tuck under your seat while flying or on a business trip. Ideal for college back to school, conveniently storable. A excellent option for a work laptop bag, a business laptop bag, a laptop bag for men and women, as well as a gift bag for travellers, boyfriends, girlfriends, and men.",B08Y5S6C2P,,Tabelito®
https://www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1685173968&sprefix=ba%2Caps%2C283&sr=8-85,Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,"2,849",4.4 out of 5 stars,53 ratings,"[Expandable Backpack for travel]-- this backpack is designed with expandable design,Can be extended by 9 cm profect for travel.you just need to open the zipper to change a large capacity travel backpack. easy to use for daily use and travel. Arctic Hunter original bag, 100% guarantee, two-year warranty.[Multi-compartment & Laptop compartment]-- 1* Laptop compartment+ 1*Expandable Main compartment+ 1*Front compartment +2* Side compartments.Five compartments for your needs. 1* Laptop compartment Made By High-density foam for 16"" Laptop and Ipad/Phone. 1* Expandable Main compartment with 'X' Fixing straps for Clothing,Books. 1* Front compartment with 6 pockets for reasonable storage of items that are not easy to find. 2*side compartments for water bottle and umbrella.[Durable&Sturdy Laptop Backpack]--The Main Body is made of 1680D Polyster fabric,Ensure this backpack is durable and high elasticity,and water-resistant.The inside of the bag is made of polyester, which is wear-resistant and strong.Arctic Hunter specially made high quality bags.[Outstanding Business/School Backpack with Laptop Compartment]-- One separate laptop compartment with Ipad pocket fits your laptop well,It has a good shock and scratch resistance for laptop/Ipad.Ideal for businesspeople and university students.[Comfortable/Easy to use] -- Thick and breathable shoulder strap relieves pressure on your shoulders,The fully back is made of running shoe grade mesh material for breathable and the very thick back is very comfortable for your back.have two thick and breathable handle for you.",B0B6FNB898,"laptop backpack is made of 100% polyster, it is durable and water-resistant, the main pocket is expandable and the storage volume is about 40L,which can meet your needs for office travel.",Arctic
https://aax-eu.amazon.in/x/c/RDx8uo3JN098D9YwLa9Z1pcAAAGIXDJuAgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAHHGAq/https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B68Z3X7D/ref=sxin_16_sbv_search_btf?content-id=amzn1.sym.dd4190ca-547b-4d33-8ede-575500afc57e%3Aamzn1.sym.dd4190ca-547b-4d33-8ede-575500afc57e&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0B68Z3X7D&pd_rd_r=4cd15d0c-ec2d-49e4-8d5d-a8a6a209a3c1&pd_rd_w=yeNZ2&pd_rd_wg=GUuNB&pf_rd_p=dd4190ca-547b-4d33-8ede-575500afc57e&pf_rd_r=JKVJG4SSQAKH54H50ZZV&qid=1685173988&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-81-69854b2b-eed5-48c0-8a3b-ed25f92e9cd8,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","3,514",0 out of 5 stars,442 ratings,Handcrafted with care and made up of premium quality robust material,B0B68Z3X7D,,uppercase
https://www.amazon.in/Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1685174011&sprefix=ba%2Caps%2C283&sr=8-86,Kore Regular Gym Bag,369,0 out of 5 stars,"1,746 ratings","This lightweight gym bag will stylishly carry your workout clothes and other essentials from your home to gym sportThis is the perfect value bag intended use for athletic, gym, travel, camping, hiking, weekend and carry on or overnight as it is spacious as well as functionalWith a perfect combination of style and durability, you just can't go wrong with this bag",B09VLK27NF,"This lightweight gym bag will stylishly carry your workout clothes and other essentials from your home to gym sport,This is the perfect value bag intended use for athletic, gym, travel, camping, hiking, weekend and carry on or overnight as it is spacious as well as functional,With a perfect combination of style and durability, you just can't go wrong with this bag.",Kore
https://www.amazon.in/Deal-Polyester-Backpack-Computer-Resistant/dp/B08RC39B71/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1685174029&sprefix=ba%2Caps%2C283&sr=8-87,"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)","1,249",0 out of 5 stars,477 ratings,Made from durable water resistant polyester<br><br> < laptop bag for men backpack/laptop bag 15.6 inch/laptop bag 14 inch waterproof/laptop backpack for women stylish/college bag for women/college bag for men/college bag with laptop compartment for men/backpack for women travelling bag/travel backpack for men/students bagpack/waterproof backpack for school/school backpack with laptop compartment,B08RC39B71,,The
https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1685174048&sprefix=ba%2Caps%2C283&sr=8-88,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,"1,600",0 out of 5 stars,313 ratings,"Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : LightweightBartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting ZippersPadded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded BaseOuter material type: Polyester",B097KGL2M5,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",Gear
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1685174067&sprefix=ba%2Caps%2C283&sr=8-89,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,59,0 out of 5 stars,468 ratings,"MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B0BLVQ9NTD,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",Half
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUxNDMzODA3ODA1NzUxOjE2ODUxNzQwOTE6c3BfYXRmX25leHQ6MjAxMTc3OTU4NzQxOTg6OjA6Og&url=%2FMOKOBARA-Backpack-Leather-Resistant-College%2Fdp%2FB0BR7QR4CF%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685174091%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA2ZJIE4OXD710M,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","2,389",4.3 out of 5 stars,168 ratings,"Care Instructions: Wipe with Damp ClothCRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: YesPADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 40 cm, Capacity: 16L, Fits up to a 15.4” laptopMOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve.HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick accessMORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)",B0BR7QR4CF,,MOKOBARA
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTc5MzA4NDExOTcyMzY0OjE2ODUxNzQxMDg6c3BfYXRmX25leHQ6MjAwODE0MzUwODQxOTg6OjA6Og&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B5NBLGBQ%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685174108%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,437,0 out of 5 stars,150 ratings,"Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product. Handcrafted with care and made up of premium quality robust material <br>Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Roll top wide opening for easy access; Padded laptop compartment fits up to 15”, Front Access pocket & Back padding with Air mesh <br>Right sized with sturdy stitching; Dimension: (26.5 cm x 13.3 cm x 38.2); Warranty: 750 days international warranty <br>GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596) <br>Pattern Name: Solid; Style Name: Laptop Bags; Lining Description: Polyester; Age Range Description: Kid; Closure Type: Buckle <br>",B0B5NBLGBQ,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in",uppercase
https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685174127&sprefix=ba%2Caps%2C283&sr=8-99,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,"2,929",0 out of 5 stars,358 ratings,"SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfortCOMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cmENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B09QM9N1B3,"FEATURES: DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं ; COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers; DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers; INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items; LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.",Half
https://www.amazon.in/Harissons-Vervo-Laptop-Backpack-Built/dp/B07M5P5LW3/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1685174152&sprefix=ba%2Caps%2C283&sr=8-100,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder","2,646",4.3 out of 5 stars,"1,977 ratings","Vervo Laptop Backpack - The All-Purpose Solution for Your Daily Needs: Elevate your style with Harissons' Vervo laptop bag, perfect for office, college, and business travel. This versatile backpack is spacious and reliable, with polished styling to refresh your official attire. With dedicated cushioned sleeves for your laptop and tablet, Vervo can safely accommodate devices up to 15.6 inches, making it the ideal choice for any situation.Fits Everything You Need in One Place: Vervo's front quick-access zippered pocket and internal organizer keep your phone charger, hard drive, passport, ID card, stationery, and other essentials in place. With a main compartment large enough to hold all your files, documents, and clothes, this bag is perfect for work or a weekend trip. Plus, the elasticized concealed Bottle Security System and zippered compartment for quick access to your boarding pass make Vervo the ultimate all-in-one solution.OCD-Level Organization for Maximum Efficiency: The zippered mesh pocket in Vervo's main compartment helps you stay organized, while the elasticized 2-Point suspension system on the ergonomically designed backstraps absorbs up to 25% weight and distributes the load evenly. With a detachable key chain holder, you'll never lose your keys again. Plus, the Built-In rain cover and water-repellent polyester fabric protect your devices from rain and other hazards.Comfortable and Convenient: Piggyback your Vervo all day long without the backaches or the sweat thanks to the Anti-Sweat air mesh padding on the back. With bar-tacked backstraps and all weight-bearing stress points, Vervo is built to last, and the Bottom Protection System with an elevated laptop cradle and studs protects your devices from impact. Plus, with a 1-year warranty against manufacturing and workmanship defects, you can trust Vervo to be your go-to backpack.Stylish and Durable Backpack for Men and Women: Vervo comes in trendy designs that suit both men and women. This backpack is waterproof, functional, and stylish, making it the best laptop bag for men and women. With a 15.6 inch laptop sleeve bag, office laptop bag for men, and laptop bag for women, this bag is perfect for anyone who wants to be organized and stylish. Whether you're looking for a laptop travel bag or a gaming laptop bag, Vervo has got you covered.",B07M5P5LW3,,HARISSONS
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1685174169&sprefix=ba%2Caps%2C283&sr=8-101,F Gear String 11 Ltrs Nylon Black Gym Bag,"4,499",0 out of 5 stars,507 ratings,Lightweight gym bagsErgonomic DesignDurableSize-(Hxlxw) Cm-(43x32x2) Cm::Gym BagsDrawstring closure,B07PC28YQ9,The product will be an excellent pick for you. It ensures an easy maintenance.,F
